	inst_id	rna_plate	rna_well	pert_id	pert_iname	pert_type	pert_dose	pert_dose_unit	pert_time	pert_time_unit	cell_id
64112	CPC006_CL34_6H_X1_B5_DUO52HI53LO:N12	CPC006_CL34_6H_X1	N12	BRD-K70642949	GSK-2334470	trt_cp	0.1	um	6	h	CL34
64125	CPC006_CL34_6H_X2_B5_DUO52HI53LO:K01	CPC006_CL34_6H_X2	K01	BRD-K51781482	IKK3-inhibitor-IX	trt_cp	6.0	um	6	h	CL34
64138	CPC006_CL34_6H_X2_B5_DUO52HI53LO:H09	CPC006_CL34_6H_X2	H09	BRD-K45446451	JZL-184	trt_cp	11.1	um	6	h	CL34
64143	CPC006_CL34_6H_X2_B5_DUO52HI53LO:M03	CPC006_CL34_6H_X2	M03	BRD-K28470988	L-690330	trt_cp	10.0	um	6	h	CL34
64144	CPC006_CL34_6H_X1_B5_DUO52HI53LO:O01	CPC006_CL34_6H_X1	O01	BRD-K69328504	L-690488	trt_cp	10.0	um	6	h	CL34
64155	CPC006_CL34_6H_X2_B5_DUO52HI53LO:H06	CPC006_CL34_6H_X2	H06	BRD-A17883755	lenalidomide	trt_cp	177.6	um	6	h	CL34
64168	CPC006_CL34_6H_X1_B5_DUO52HI53LO:G10	CPC006_CL34_6H_X1	G10	BRD-A14395271	mesoridazine	trt_cp	10.0	um	6	h	CL34
64192	CPC006_CL34_6H_X2_B5_DUO52HI53LO:D24	CPC006_CL34_6H_X2	D24	BRD-A70155556	lovastatin	trt_cp	40.0	um	6	h	CL34
64198	CPC006_CL34_6H_X2_B5_DUO52HI53LO:A15	CPC006_CL34_6H_X2	A15	BRD-K06792661	narciclasine	trt_cp	10.0	um	6	h	CL34
64199	CPC006_CL34_6H_X1_B5_DUO52HI53LO:F08	CPC006_CL34_6H_X1	F08	BRD-A36318220	necrostatin-1	trt_cp	160.0	um	6	h	CL34
64206	CPC006_CL34_6H_X1_B5_DUO52HI53LO:K17	CPC006_CL34_6H_X1	K17	BRD-A19633847	perhexiline	trt_cp	10.0	um	6	h	CL34
64210	CPC006_CL34_6H_X1_B5_DUO52HI53LO:A21	CPC006_CL34_6H_X1	A21	BRD-K11853856	PJ-34	trt_cp	10.0	um	6	h	CL34
64217	CPC006_CL34_6H_X2_B5_DUO52HI53LO:D02	CPC006_CL34_6H_X2	D02	BRD-K30707190	PNU-74654	trt_cp	80.0	um	6	h	CL34
64221	CPC006_CL34_6H_X1_B5_DUO52HI53LO:E10	CPC006_CL34_6H_X1	E10	BRD-K06980535	promazine	trt_cp	10.0	um	6	h	CL34
64222	CPC006_CL34_6H_X2_B5_DUO52HI53LO:E10	CPC006_CL34_6H_X2	E10	BRD-K06980535	promazine	trt_cp	10.0	um	6	h	CL34
64232	CPC006_CL34_6H_X2_B5_DUO52HI53LO:M11	CPC006_CL34_6H_X2	M11	BRD-K59597909	phenothiazine	trt_cp	10.0	um	6	h	CL34
64236	CPC006_CL34_6H_X2_B5_DUO52HI53LO:F14	CPC006_CL34_6H_X2	F14	BRD-K66874953	pifithrin-alpha	trt_cp	69.83	um	6	h	CL34
64238	CPC006_CL34_6H_X2_B5_DUO52HI53LO:C08	CPC006_CL34_6H_X2	C08	BRD-K01292756	pimozide	trt_cp	10.0	um	6	h	CL34
64240	CPC006_CL34_6H_X2_B5_DUO52HI53LO:G04	CPC006_CL34_6H_X2	G04	BRD-A46335897	promethazine	trt_cp	6.23	um	6	h	CL34
64251	CPC006_CL34_6H_X1_B5_DUO52HI53LO:D23	CPC006_CL34_6H_X1	D23	BRD-K64634304	tretinoin	trt_cp	40.0	um	6	h	CL34
64256	CPC006_CL34_6H_X2_B5_DUO52HI53LO:B12	CPC006_CL34_6H_X2	B12	BRD-A97437073	rosiglitazone	trt_cp	80.0	um	6	h	CL34
64264	CPC006_CL34_6H_X1_B5_DUO52HI53LO:D14	CPC006_CL34_6H_X1	D14	BRD-K40853697	STAT3-inhibitor-VI	trt_cp	160.0	um	6	h	CL34
64265	CPC006_CL34_6H_X2_B5_DUO52HI53LO:D14	CPC006_CL34_6H_X2	D14	BRD-K40853697	STAT3-inhibitor-VI	trt_cp	160.0	um	6	h	CL34
64276	CPC006_CL34_6H_X1_B5_DUO52HI53LO:G09	CPC006_CL34_6H_X1	G09	BRD-K12502280	TG-101348	trt_cp	11.1	um	6	h	CL34
64279	CPC006_CL34_6H_X2_B5_DUO52HI53LO:D18	CPC006_CL34_6H_X2	D18	BRD-K67075780	TGX-115	trt_cp	160.0	um	6	h	CL34
64282	CPC006_CL34_6H_X1_B5_DUO52HI53LO:I06	CPC006_CL34_6H_X1	I06	BRD-K01877528	TL-HRAS-61	trt_cp	10.0	um	6	h	CL34
64285	CPC006_CL34_6H_X1_B5_DUO52HI53LO:A06	CPC006_CL34_6H_X1	A06	BRD-K32107296	temozolomide	trt_cp	10.0	um	6	h	CL34
64292	CPC006_CL34_6H_X1_B5_DUO52HI53LO:F16	CPC006_CL34_6H_X1	F16	BRD-K68336408	tyrphostin-AG-1478	trt_cp	56.78	um	6	h	CL34
64296	CPC006_CL34_6H_X2_B5_DUO52HI53LO:C05	CPC006_CL34_6H_X2	C05	BRD-K74236984	UNC-0321	trt_cp	10.0	um	6	h	CL34
64306	CPC006_CL34_6H_X2_B5_DUO52HI53LO:C13	CPC006_CL34_6H_X2	C13	BRD-A62182663	YK-4279	trt_cp	10.0	um	6	h	CL34
64335	CPC006_CL34_6H_X2_B5_DUO52HI53LO:N20	CPC006_CL34_6H_X2	N20	BRD-K35723520	darinaparsin	trt_cp	10.0	um	6	h	CL34
64341	CPC006_CL34_6H_X1_B5_DUO52HI53LO:J14	CPC006_CL34_6H_X1	J14	BRD-A25004090	erastin	trt_cp	4.8	um	6	h	CL34
64344	CPC006_CL34_6H_X2_B5_DUO52HI53LO:I17	CPC006_CL34_6H_X2	I17	BRD-A70449690	forskolin	trt_cp	10.0	um	6	h	CL34
64347	CPC006_CL34_6H_X1_B5_DUO52HI53LO:M19	CPC006_CL34_6H_X1	M19	BRD-A77216878	manumycin-a	trt_cp	10.0	um	6	h	CL34
64350	CPC006_CL34_6H_X1_B5_DUO52HI53LO:N24	CPC006_CL34_6H_X1	N24	BRD-K14888893	minoxidil	trt_cp	10.0	um	6	h	CL34
64353	CPC006_CL34_6H_X2_B5_DUO52HI53LO:N18	CPC006_CL34_6H_X2	N18	BRD-K78867378	MW-A1-12	trt_cp	10.0	um	6	h	CL34
64357	CPC006_CL34_6H_X1_B5_DUO52HI53LO:N22	CPC006_CL34_6H_X1	N22	BRD-A58048407	nimodipine	trt_cp	10.0	um	6	h	CL34
64362	CPC006_CL34_6H_X1_B5_DUO52HI53LO:K11	CPC006_CL34_6H_X1	K11	BRD-A01145011	zebularine	trt_cp	11.1	um	6	h	CL34
64370	CPC006_CL34_6H_X2_B5_DUO52HI53LO:E18	CPC006_CL34_6H_X2	E18	BRD-A79768653	sirolimus	trt_cp	10.0	um	6	h	CL34
64376	CPC006_CL34_6H_X1_B5_DUO52HI53LO:P02	CPC006_CL34_6H_X1	P02	BRD-K89732114	trifluoperazine	trt_cp	10.0	um	6	h	CL34
64384	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:D09	CPC006_CORL23_6H_X1	D09	BRD-K50590187	capsaicin	trt_cp	160.0	um	6	h	CORL23
64387	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:I01	CPC006_CORL23_6H_X2	I01	BRD-K14329163	BAY-K-8644-(S)-(-)	trt_cp	10.0	um	6	h	CORL23
64390	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:N06	CPC006_CORL23_6H_X2	N06	BRD-A12409803	orteronel	trt_cp	40.0	um	6	h	CORL23
64392	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:E19	CPC006_CORL23_6H_X2	E19	BRD-A18763547	BAX-channel-blocker	trt_cp	10.0	um	6	h	CORL23
64393	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:A05	CPC006_CORL23_6H_X1	A05	BRD-A24054354	BRD-A24054354	trt_cp	10.0	um	6	h	CORL23
64398	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:L23	CPC006_CORL23_6H_X2	L23	BRD-A36630025	SN-38	trt_cp	0.35	um	6	h	CORL23
64410	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:B14	CPC006_CORL23_6H_X1	B14	BRD-K04430056	7-nitroindazole	trt_cp	80.0	um	6	h	CORL23
64436	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:B23	CPC006_CORL23_6H_X2	B23	BRD-K20755323	SKI-II	trt_cp	40.0	um	6	h	CORL23
64438	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:E17	CPC006_CORL23_6H_X2	E17	BRD-K21614065	BRD-K21614065	trt_cp	14.0	um	6	h	CORL23
64440	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:D01	CPC006_CORL23_6H_X2	D01	BRD-K25690923	4-iodo-6-phenylpyrimidine	trt_cp	40.0	um	6	h	CORL23
64442	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:D03	CPC006_CORL23_6H_X2	D03	BRD-K25737009	CD-1530	trt_cp	40.0	um	6	h	CORL23
64462	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:M14	CPC006_CORL23_6H_X1	M14	BRD-K53414658	tivozanib	trt_cp	10.0	um	6	h	CORL23
64468	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:D04	CPC006_CORL23_6H_X1	D04	BRD-K57080016	selumetinib	trt_cp	80.0	um	6	h	CORL23
64471	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:J18	CPC006_CORL23_6H_X2	J18	BRD-K58550667	FK-866	trt_cp	0.08	um	6	h	CORL23
64472	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:M20	CPC006_CORL23_6H_X1	M20	BRD-K60219430	serdemetan	trt_cp	10.0	um	6	h	CORL23
64474	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:O24	CPC006_CORL23_6H_X1	O24	BRD-K64642496	KO-143	trt_cp	40.0	um	6	h	CORL23
64481	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:J01	CPC006_CORL23_6H_X2	J01	BRD-K68143200	NSC-95397	trt_cp	10.0	um	6	h	CORL23
64484	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:J05	CPC006_CORL23_6H_X1	J05	BRD-K73261812	BRD-K73261812	trt_cp	10.0	um	6	h	CORL23
64489	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:J19	CPC006_CORL23_6H_X2	J19	BRD-K81473043	tanespimycin	trt_cp	0.35	um	6	h	CORL23
64490	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:A07	CPC006_CORL23_6H_X1	A07	BRD-K86574132	BRD-K86574132	trt_cp	48.0	um	6	h	CORL23
64492	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:P04	CPC006_CORL23_6H_X1	P04	BRD-K89329876	BRD-K89329876	trt_cp	40.0	um	6	h	CORL23
64513	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:O14	CPC006_CORL23_6H_X2	O14	BRD-K93754473	tamoxifen	trt_cp	28.39	um	6	h	CORL23
64518	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:L13	CPC006_CORL23_6H_X1	L13	BRD-K96354014	nifedipine	trt_cp	10.0	um	6	h	CORL23
64537	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:N13	CPC006_CORL23_6H_X2	N13	BRD-K05402890	BRD-K05402890	trt_cp	0.35	um	6	h	CORL23
64541	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:K24	CPC006_CORL23_6H_X2	K24	BRD-K41087962	BRD-K41087962	trt_cp	0.63	um	6	h	CORL23
64544	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:A08	CPC006_CORL23_6H_X2	A08	BRD-K59470558	BRD-K59470558	trt_cp	10.0	um	6	h	CORL23
64545	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:A12	CPC006_CORL23_6H_X1	A12	BRD-K56477805	BRD-K56477805	trt_cp	10.0	um	6	h	CORL23
64553	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:P21	CPC006_CORL23_6H_X1	P21	BRD-K43620258	CHEMBL-399379	trt_cp	80.0	um	6	h	CORL23
64557	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:O11	CPC006_CORL23_6H_X2	O11	BRD-K81647657	BRD-K81647657	trt_cp	10.0	um	6	h	CORL23
64578	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:I07	CPC006_CORL23_6H_X1	I07	BRD-K01192156	tyrphostin-AG-112	trt_cp	10.0	um	6	h	CORL23
64604	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:A24	CPC006_CORL23_6H_X1	A24	BRD-K04887706	AKT-inhibitor-1-2	trt_cp	9.1	um	6	h	CORL23
64608	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:H17	CPC006_CORL23_6H_X1	H17	BRD-K64890080	BI-2536	trt_cp	10.0	um	6	h	CORL23
64621	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:H11	CPC006_CORL23_6H_X2	H11	BRD-K48923948	BMS-641988	trt_cp	11.1	um	6	h	CORL23
64627	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:M04	CPC006_CORL23_6H_X2	M04	BRD-K47983010	BX-795	trt_cp	10.0	um	6	h	CORL23
64630	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:O19	CPC006_CORL23_6H_X2	O19	BRD-K45399554	CAM-9-027-3	trt_cp	10.0	um	6	h	CORL23
64636	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:B10	CPC006_CORL23_6H_X2	B10	BRD-K92241597	tosedostat	trt_cp	80.0	um	6	h	CORL23
64638	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:B06	CPC006_CORL23_6H_X2	B06	BRD-K88544581	CI-976	trt_cp	80.0	um	6	h	CORL23
64651	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:F15	CPC006_CORL23_6H_X1	F15	BRD-A05874290	DL-TBOA	trt_cp	160.0	um	6	h	CORL23
64655	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:C21	CPC006_CORL23_6H_X1	C21	BRD-K78716413	BRD-K78716413	trt_cp	10.0	um	6	h	CORL23
64667	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:O08	CPC006_CORL23_6H_X1	O08	BRD-K86191271	cytosporone-b	trt_cp	10.0	um	6	h	CORL23
64670	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:N02	CPC006_CORL23_6H_X1	N02	BRD-K33272502	DG-041	trt_cp	40.0	um	6	h	CORL23
64673	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:B16	CPC006_CORL23_6H_X2	B16	BRD-K05653692	DL-PDMP	trt_cp	64.0	um	6	h	CORL23
64676	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:B17	CPC006_CORL23_6H_X1	B17	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	CORL23
64679	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:F05	CPC006_CORL23_6H_X1	F05	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	CORL23
64686	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:F06	CPC006_CORL23_6H_X2	F06	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	CORL23
64692	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:N10	CPC006_CORL23_6H_X2	N10	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	CORL23
64696	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:G24	CPC006_CORL23_6H_X1	G24	BRD-K59019422	BRD-K59019422	trt_cp	10.0	um	6	h	CORL23
64713	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:P14	CPC006_CORL23_6H_X1	P14	BRD-A63646118	fumonisin-b1	trt_cp	151.2	um	6	h	CORL23
64725	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:C03	CPC006_CORL23_6H_X2	C03	BRD-K69840642	ISOX	trt_cp	10.0	um	6	h	CORL23
64726	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:J21	CPC006_CORL23_6H_X1	J21	BRD-K85606544	neratinib	trt_cp	10.0	um	6	h	CORL23
64734	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:K06	CPC006_CORL23_6H_X1	K06	BRD-K74305673	IKK-2-inhibitor-V	trt_cp	10.0	um	6	h	CORL23
64743	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:H09	CPC006_CORL23_6H_X2	H09	BRD-K45446451	JZL-184	trt_cp	11.1	um	6	h	CORL23
64744	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:G06	CPC006_CORL23_6H_X1	G06	BRD-K67566344	KU-0063794	trt_cp	10.0	um	6	h	CORL23
64748	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:O01	CPC006_CORL23_6H_X1	O01	BRD-K69328504	L-690488	trt_cp	10.0	um	6	h	CORL23
64749	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:O01	CPC006_CORL23_6H_X2	O01	BRD-K69328504	L-690488	trt_cp	10.0	um	6	h	CORL23
64757	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:D21	CPC006_CORL23_6H_X1	D21	BRD-K55395145	pemetrexed	trt_cp	88.8	um	6	h	CORL23
64767	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:N16	CPC006_CORL23_6H_X1	N16	BRD-K56851771	enzalutamide	trt_cp	0.25	um	6	h	CORL23
64769	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:C16	CPC006_CORL23_6H_X1	C16	BRD-K78126613	menadione	trt_cp	10.0	um	6	h	CORL23
64791	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:E12	CPC006_CORL23_6H_X1	E12	BRD-K35960502	niclosamide	trt_cp	10.0	um	6	h	CORL23
64803	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:F08	CPC006_CORL23_6H_X1	F08	BRD-A36318220	necrostatin-1	trt_cp	160.0	um	6	h	CORL23
64814	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:G16	CPC006_CORL23_6H_X1	G16	BRD-K56700933	phenethyl-isothiocyanate	trt_cp	10.0	um	6	h	CORL23
64820	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:J03	CPC006_CORL23_6H_X1	J03	BRD-K68997413	PF-3845	trt_cp	10.0	um	6	h	CORL23
64829	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:B07	CPC006_CORL23_6H_X2	B07	BRD-A41451487	PK-11195	trt_cp	160.0	um	6	h	CORL23
64831	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:M17	CPC006_CORL23_6H_X2	M17	BRD-K89687904	PKCbeta-inhibitor	trt_cp	10.0	um	6	h	CORL23
64836	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:B13	CPC006_CORL23_6H_X1	B13	BRD-K03618428	PP-110	trt_cp	22.2	um	6	h	CORL23
64841	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:M12	CPC006_CORL23_6H_X2	M12	BRD-K49456190	prima-1-met	trt_cp	10.0	um	6	h	CORL23
64846	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:H03	CPC006_CORL23_6H_X1	H03	BRD-K16554956	PTB1	trt_cp	10.0	um	6	h	CORL23
64849	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:P10	CPC006_CORL23_6H_X2	P10	BRD-A56592690	PX-12	trt_cp	30.0	um	6	h	CORL23
64851	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:F21	CPC006_CORL23_6H_X2	F21	BRD-K02407574	parbendazole	trt_cp	0.31	um	6	h	CORL23
64861	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:C08	CPC006_CORL23_6H_X1	C08	BRD-K01292756	pimozide	trt_cp	10.0	um	6	h	CORL23
64869	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:K07	CPC006_CORL23_6H_X1	K07	BRD-K80738081	resveratrol	trt_cp	10.0	um	6	h	CORL23
64878	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:G07	CPC006_CORL23_6H_X2	G07	BRD-A23770159	sirolimus	trt_cp	11.1	um	6	h	CORL23
64884	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:B12	CPC006_CORL23_6H_X2	B12	BRD-A97437073	rosiglitazone	trt_cp	80.0	um	6	h	CORL23
64893	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:M15	CPC006_CORL23_6H_X1	M15	BRD-K60623809	SU-11652	trt_cp	10.0	um	6	h	CORL23
64894	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:K05	CPC006_CORL23_6H_X1	K05	BRD-K55966568	orantinib	trt_cp	6.0	um	6	h	CORL23
64922	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:O04	CPC006_CORL23_6H_X2	O04	BRD-K62965247	tipifarnib-P2	trt_cp	10.0	um	6	h	CORL23
64924	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:H14	CPC006_CORL23_6H_X2	H14	BRD-K00088062	cyanoquinoline-11	trt_cp	40.0	um	6	h	CORL23
64935	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:P15	CPC006_CORL23_6H_X1	P15	BRD-K32330832	VER-155008	trt_cp	11.1	um	6	h	CORL23
64949	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:G22	CPC006_CORL23_6H_X1	G22	BRD-K69181860	ARG-CSC-91	trt_cp	10.0	um	6	h	CORL23
64950	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:G22	CPC006_CORL23_6H_X2	G22	BRD-K69181860	ARG-CSC-91	trt_cp	10.0	um	6	h	CORL23
64955	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:G14	CPC006_CORL23_6H_X1	G14	BRD-A79465854	auranofin	trt_cp	10.0	um	6	h	CORL23
64970	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:P08	CPC006_CORL23_6H_X2	P08	BRD-K74148702	curcumin	trt_cp	48.0	um	6	h	CORL23
64984	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:P01	CPC006_CORL23_6H_X1	P01	BRD-K15108141	gemcitabine	trt_cp	0.08	um	6	h	CORL23
64987	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:M19	CPC006_CORL23_6H_X2	M19	BRD-A77216878	manumycin-a	trt_cp	10.0	um	6	h	CORL23
64990	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:N24	CPC006_CORL23_6H_X1	N24	BRD-K14888893	minoxidil	trt_cp	10.0	um	6	h	CORL23
64991	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:N24	CPC006_CORL23_6H_X2	N24	BRD-K14888893	minoxidil	trt_cp	10.0	um	6	h	CORL23
64992	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:N18	CPC006_CORL23_6H_X1	N18	BRD-K78867378	MW-A1-12	trt_cp	10.0	um	6	h	CORL23
64997	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:N22	CPC006_CORL23_6H_X2	N22	BRD-A58048407	nimodipine	trt_cp	10.0	um	6	h	CORL23
65000	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:P18	CPC006_CORL23_6H_X1	P18	BRD-K24132293	piperlongumine	trt_cp	10.0	um	6	h	CORL23
65006	CPC006_CORL23_6H_X1_B5_DUO52HI53LO:G13	CPC006_CORL23_6H_X1	G13	BRD-K22134346	simvastatin	trt_cp	10.0	um	6	h	CORL23
65015	CPC006_CORL23_6H_X2_B5_DUO52HI53LO:G23	CPC006_CORL23_6H_X2	G23	BRD-A84481105	thioridazine	trt_cp	10.0	um	6	h	CORL23
65025	CPC006_COV644_6H_X2_B5_DUO52HI53LO:D09	CPC006_COV644_6H_X2	D09	BRD-K50590187	capsaicin	trt_cp	160.0	um	6	h	COV644
65030	CPC006_COV644_6H_X1_B5_DUO52HI53LO:N06	CPC006_COV644_6H_X1	N06	BRD-A12409803	orteronel	trt_cp	40.0	um	6	h	COV644
65032	CPC006_COV644_6H_X1_B5_DUO52HI53LO:E19	CPC006_COV644_6H_X1	E19	BRD-A18763547	BAX-channel-blocker	trt_cp	10.0	um	6	h	COV644
65045	CPC006_COV644_6H_X2_B5_DUO52HI53LO:L20	CPC006_COV644_6H_X2	L20	BRD-A83255679	BRD-A83255679	trt_cp	20.0	um	6	h	COV644
65046	CPC006_COV644_6H_X1_B5_DUO52HI53LO:C22	CPC006_COV644_6H_X1	C22	BRD-A98248982	BRD-A98248982	trt_cp	10.0	um	6	h	COV644
65052	CPC006_COV644_6H_X1_B5_DUO52HI53LO:N11	CPC006_COV644_6H_X1	N11	BRD-K04853698	LDN-193189	trt_cp	10.0	um	6	h	COV644
65066	CPC006_COV644_6H_X2_B5_DUO52HI53LO:H01	CPC006_COV644_6H_X2	H01	BRD-K12762134	XAV-939	trt_cp	11.1	um	6	h	COV644
65072	CPC006_COV644_6H_X2_B5_DUO52HI53LO:G11	CPC006_COV644_6H_X2	G11	BRD-K19295594	gossypol	trt_cp	11.1	um	6	h	COV644
65081	CPC006_COV644_6H_X1_B5_DUO52HI53LO:K19	CPC006_COV644_6H_X1	K19	BRD-K26657438	imiquimod	trt_cp	10.0	um	6	h	COV644
65083	CPC006_COV644_6H_X2_B5_DUO52HI53LO:G15	CPC006_COV644_6H_X2	G15	BRD-K26664453	cytochalasin-b	trt_cp	10.0	um	6	h	COV644
65088	CPC006_COV644_6H_X1_B5_DUO52HI53LO:P09	CPC006_COV644_6H_X1	P09	BRD-K28907958	CD-437	trt_cp	11.1	um	6	h	COV644
65099	CPC006_COV644_6H_X1_B5_DUO52HI53LO:M14	CPC006_COV644_6H_X1	M14	BRD-K53414658	tivozanib	trt_cp	10.0	um	6	h	COV644
65106	CPC006_COV644_6H_X2_B5_DUO52HI53LO:J18	CPC006_COV644_6H_X2	J18	BRD-K58550667	FK-866	trt_cp	0.08	um	6	h	COV644
65114	CPC006_COV644_6H_X1_B5_DUO52HI53LO:J01	CPC006_COV644_6H_X1	J01	BRD-K68143200	NSC-95397	trt_cp	10.0	um	6	h	COV644
65127	CPC006_COV644_6H_X1_B5_DUO52HI53LO:L01	CPC006_COV644_6H_X1	L01	BRD-K90382497	GW-843682X	trt_cp	10.0	um	6	h	COV644
65150	CPC006_COV644_6H_X1_B5_DUO52HI53LO:E23	CPC006_COV644_6H_X1	E23	BRD-K96799727	pifithrin-mu	trt_cp	10.0	um	6	h	COV644
65158	CPC006_COV644_6H_X2_B5_DUO52HI53LO:P11	CPC006_COV644_6H_X2	P11	BRD-K30064966	BRD-K30064966	trt_cp	11.1	um	6	h	COV644
65165	CPC006_COV644_6H_X1_B5_DUO52HI53LO:N13	CPC006_COV644_6H_X1	N13	BRD-K05402890	BRD-K05402890	trt_cp	0.35	um	6	h	COV644
65174	CPC006_COV644_6H_X1_B5_DUO52HI53LO:A12	CPC006_COV644_6H_X1	A12	BRD-K56477805	BRD-K56477805	trt_cp	10.0	um	6	h	COV644
65176	CPC006_COV644_6H_X1_B5_DUO52HI53LO:O21	CPC006_COV644_6H_X1	O21	BRD-K79382620	TH02453-036-P1	trt_cp	11.1	um	6	h	COV644
65179	CPC006_COV644_6H_X2_B5_DUO52HI53LO:D10	CPC006_COV644_6H_X2	D10	BRD-K61053657	BRD-K61053657	trt_cp	80.0	um	6	h	COV644
65192	CPC006_COV644_6H_X1_B5_DUO52HI53LO:M08	CPC006_COV644_6H_X1	M08	BRD-K49371609	PIK-75	trt_cp	0.09	um	6	h	COV644
65198	CPC006_COV644_6H_X1_B5_DUO52HI53LO:L14	CPC006_COV644_6H_X1	L14	BRD-K44241590	ASN-05257430	trt_cp	11.1	um	6	h	COV644
